SDS 2.4	AQ Results	1.0
Filename	20 07 2020 WT keio 4 identical RNA purification
PlateID	
Assay Type	Absolute Quantification
Run DateTime	20.07.20 14:58:19
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
318	N6	SYBR	SYBR	Unknown	17.616325	86.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
319	N7	SYBR	SYBR	Unknown	21.079697	84.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
320	N8	SYBR	SYBR	Unknown	25.48155	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
321	N9	SYBR	SYBR	Unknown	26.782593	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
322	N10	SYBR	SYBR	Unknown	23.696592	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
323	N11	SYBR	SYBR	Unknown	25.81276	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
324	N12	SYBR	SYBR	Unknown	20.357212	85.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
325	N13	SYBR	SYBR	Unknown	19.602745	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
326	N14	SYBR	SYBR	Unknown	24.677692	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
327	N15	SYBR	SYBR	Unknown	23.034525	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
328	N16	SYBR	SYBR	Unknown	21.756042	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
340	O4	SYBR	SYBR	Unknown	22.015532	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
341	O5	SYBR	SYBR	Unknown	21.383228	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
342	O6	SYBR	SYBR	Unknown	17.496002	86.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
343	O7	SYBR	SYBR	Unknown	20.88756	84.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
344	O8	SYBR	SYBR	Unknown	25.236618	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
345	O9	SYBR	SYBR	Unknown	26.81382	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
346	O10	SYBR	SYBR	Unknown	23.65025	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
347	O11	SYBR	SYBR	Unknown	25.45581	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
348	O12	SYBR	SYBR	Unknown	20.372362	85.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
349	O13	SYBR	SYBR	Unknown	19.668926	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
350	O14	SYBR	SYBR	Unknown	24.473412	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
351	O15	SYBR	SYBR	Unknown	23.062674	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
352	O16	SYBR	SYBR	Unknown	21.679426	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
364	P4	SYBR	SYBR	Unknown	22.077488	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
365	P5	SYBR	SYBR	Unknown	21.411102	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
366	P6	SYBR	SYBR	Unknown	17.573488	86.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
367	P7	SYBR	SYBR	Unknown	21.007648	84.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
368	P8	SYBR	SYBR	Unknown	25.34941	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
369	P9	SYBR	SYBR	Unknown	26.600887	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
370	P10	SYBR	SYBR	Unknown	23.801447	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
371	P11	SYBR	SYBR	Unknown	25.55493	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
372	P12	SYBR	SYBR	Unknown	20.358862	85.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
373	P13	SYBR	SYBR	Unknown	19.84619	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
374	P14	SYBR	SYBR	Unknown	24.792635	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
375	P15	SYBR	SYBR	Unknown	23.057507	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
376	P16	SYBR	SYBR	Unknown	21.614937	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
Slope		cycles/log decade
Y-Intercept		
R^2		



NAP	LPL
	
