SDS 2.4	AQ Results	1.0
Filename	24 08 2020 ybeX minus
PlateID	
Assay Type	Absolute Quantification
Run DateTime	24.08.20 15:27:02
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
352	O16	SYBR	SYBR	Unknown	22.032076	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
364	P4	SYBR	SYBR	Unknown	21.327196	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
365	P5	SYBR	SYBR	Unknown	21.568708	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
366	P6	SYBR	SYBR	Unknown	17.18763	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
367	P7	SYBR	SYBR	Unknown	22.5309	84.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
368	P8	SYBR	SYBR	Unknown	26.09778	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
369	P9	SYBR	SYBR	Unknown	26.05017	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
370	P10	SYBR	SYBR	Unknown	23.25793	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
371	P11	SYBR	SYBR	Unknown	23.614399	90.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
372	P12	SYBR	SYBR	Unknown	19.66119	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
373	P13	SYBR	SYBR	Unknown	31.60897	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
374	P14	SYBR	SYBR	Unknown	24.537624	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
375	P15	SYBR	SYBR	Unknown	23.478474	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
376	P16	SYBR	SYBR	Unknown	21.937883	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
Slope		cycles/log decade
Y-Intercept		
R^2		



NAP	LPL
	
